Date,Adj Close,log_return,vol_20d,vol_60d,vol_120d,vol_ewma_l0.94,vol_baseline
2015-12-21,171.4281463623047,,,,,,0.18058072643979528
2015-12-22,172.9837188720703,0.009033272338552494,,,,0.14339875279757255,0.18058072643979528
2015-12-23,175.1258087158203,0.01230714307820837,,,,0.14703595689275276,0.18058072643979528
2015-12-24,174.83680725097656,-0.0016516137287457002,,,,0.14270123692592576,0.18058072643979528
2015-12-28,174.43724060058594,-0.00228798461927045,,,,0.1386397335834222,0.18058072643979528
2015-12-29,176.29884338378906,0.010615504648732363,,,,0.14061142891415299,0.18058072643979528
2015-12-30,175.0492706298828,-0.007113048128737305,,,,0.1391052938046245,0.18058072643979528
2015-12-31,173.2982177734375,-0.010053568138567039,,,,0.14041904497336827,0.18058072643979528
2016-01-04,170.8756103515625,-0.014078045658485434,,,,0.14673483297275516,0.18058072643979528
2016-01-05,171.16464233398438,0.0016900469985528057,,,,0.14241640063213384,0.18058072643979528
2016-01-06,169.00546264648438,-0.012694876202057883,,,,0.14663636217347187,0.18058072643979528
2016-01-07,164.95082092285156,-0.024283663292327427,,,,0.1706701422292599,0.18058072643979528
2016-01-08,163.14019775390625,-0.011037434415618089,,,,0.1709461698133246,0.18058072643979528
2016-01-11,163.3017578125,0.0009898241879122247,,,,0.16578314523645232,0.18058072643979528
2016-01-12,164.61929321289062,0.008035729856475495,,,,0.16374172113189153,0.18058072643979528
2016-01-13,160.5136260986328,-0.02525665731185408,,,,0.18667538426914992,0.18058072643979528
2016-01-14,163.14874267578125,0.01628347967878891,,,,0.19174444192338308,0.18058072643979528
2016-01-15,159.6465301513672,-0.02170013162873149,,,,0.20415660245039263,0.18058072643979528
2016-01-19,159.85906982421875,0.0013304286636484904,,,,0.19800476316475255,0.18058072643979528
2016-01-20,157.81044006347656,-0.012898047169589661,,,,0.19841595331047107,0.18058072643979528
2016-01-21,158.69451904296875,0.0055865240233441,0.19679847819627086,,,0.1935940106678083,0.18058072643979528
