Date,Adj Close,log_return
2015-12-21,171.4281463623047,
2015-12-22,172.9837188720703,0.009033272338552494
2015-12-23,175.1258087158203,0.01230714307820837
2015-12-24,174.83680725097656,-0.0016516137287457002
2015-12-28,174.43724060058594,-0.00228798461927045
2015-12-29,176.29884338378906,0.010615504648732363
2015-12-30,175.0492706298828,-0.007113048128737305
2015-12-31,173.2982177734375,-0.010053568138567039
2016-01-04,170.8756103515625,-0.014078045658485434
2016-01-05,171.16464233398438,0.0016900469985528057
2016-01-06,169.00546264648438,-0.012694876202057883
2016-01-07,164.95082092285156,-0.024283663292327427
2016-01-08,163.14019775390625,-0.011037434415618089
2016-01-11,163.3017578125,0.0009898241879122247
2016-01-12,164.61929321289062,0.008035729856475495
2016-01-13,160.5136260986328,-0.02525665731185408
2016-01-14,163.14874267578125,0.01628347967878891
2016-01-15,159.6465301513672,-0.02170013162873149
2016-01-19,159.85906982421875,0.0013304286636484904
2016-01-20,157.81044006347656,-0.012898047169589661
2016-01-21,158.69451904296875,0.0055865240233441
2016-01-22,161.95016479492188,0.020307572838776183
2016-01-25,159.5020294189453,-0.015232017409782755
2016-01-26,161.6781463623047,0.013550962401315769
2016-01-27,159.9185791015625,-0.010942803080112395
2016-01-28,160.75155639648438,0.005195240069163922
2016-01-29,164.67030334472656,0.02408526820130042
2016-02-01,164.6107635498047,-0.0003616350987457288
2016-02-02,161.64413452148438,-0.018186459804636766
2016-02-03,162.6132354736328,0.005977374315833936
2016-02-04,162.86817932128906,0.0015665650215730919
2016-02-05,159.7655792236328,-0.019233546770113297
2016-02-08,157.61495971679688,-0.013552516049425808
2016-02-09,157.62342834472656,5.3728405247874786e-05
2016-02-10,157.48745727539062,-0.0008630046372873355
2016-02-11,155.43882751464844,-0.013093556716293066
2016-02-12,158.64352416992188,0.020407436821831732
2016-02-16,161.3210906982422,0.01673703221401522
2016-02-17,163.95623779296875,0.016202818422169883
2016-02-18,163.2847442626953,-0.0041039754161017366
2016-02-19,163.20816040039062,-0.0004691303401419156
2016-02-22,165.57135009765625,0.014375776593816725
2016-02-23,163.48025512695312,-0.012710001031858991
2016-02-24,164.22824096679688,0.004564954205868422
2016-02-25,166.2174072265625,0.012039440057641357
2016-02-26,165.83486938476562,-0.0023040830494249686
2016-02-29,164.5343017578125,-0.007873460717377058
2016-03-01,168.40200805664062,0.023234956272011525
2016-03-02,169.15853881835938,0.00448234863565641
2016-03-03,169.82156372070312,0.003911885936027417
2016-03-04,170.3740997314453,0.0032483453256689342
2016-03-07,170.51010131835938,0.0007979342762806045
2016-03-08,168.64849853515625,-0.010977881614785641
2016-03-09,169.48155212402344,0.004927425248091401
2016-03-10,169.6175537109375,0.0008021347851766078
2016-03-11,172.3546905517578,0.01600828920629862
2016-03-14,172.13369750976562,-0.0012830218954624096
2016-03-15,171.85311889648438,-0.0016313338891106941
2016-03-16,172.84768676757812,0.005770631310927233
2016-03-17,173.9442596435547,0.006324117627640123
2016-03-18,174.62779235839844,0.003921907032167753
2016-03-21,174.87557983398438,0.001417940637010112
2016-03-22,174.7816162109375,-0.0005374614129016377
2016-03-23,173.62814331054688,-0.006621382341600778
2016-03-24,173.55126953125,-0.0004428475751138237
2016-03-28,173.65374755859375,0.0005903027046006495
2016-03-29,175.26007080078125,0.009207629542776206
2016-03-30,176.029052734375,0.004378064166289956
2016-03-31,175.60183715820312,-0.002429910446769724
2016-04-01,176.79806518554688,0.006789063300156383
2016-04-04,176.2256317138672,-0.003243034268863114
2016-04-05,174.46546936035156,-0.010038333614910164
2016-04-06,176.370849609375,0.010862039530372555
2016-04-07,174.2604217529297,-0.01203802121844191
2016-04-08,174.7303466796875,0.002693052385771572
2016-04-11,174.32017517089844,-0.0023502139198252766
2016-04-12,175.94361877441406,0.009269900326060194
2016-04-13,177.72084045410156,0.010050411304637855
2016-04-14,177.72933959960938,4.782186639003507e-05
